consumer_id,consumer_name,consumer_type,connection_type,tariff_category,district,area,address,latitude,longitude,sanctioned_load_kw,meter_number,installation_date,base_consumption,is_anomalous
MN-SEN-000419,Oinam Kom,residential,single_phase,BPL Category,Senapati,Mao,"Mao, Senapati, Manipur",25.337113,94.036061,2.4,MNP645928,2020-07-04,4.8,False
MN-IMP-000420,Laishram Moyon,residential,single_phase,Domestic LT-I,Imphal West,Lamphel,"Lamphel, Imphal West, Manipur",24.784412,93.884495,4.12,MNP605139,2023-08-25,8.24,False
MN-CHU-000421,Oinam Monsang,residential,single_phase,BPL Category,Churachandpur,Singngat,"Singngat, Churachandpur, Manipur",24.340349,93.769634,2.9,MNP902658,2022-08-28,5.79,False
MN-SEN-000422,Hotel Nirmala,commercial,three_phase,Shops & Establishments,Senapati,Mao,"Mao, Senapati, Manipur",25.291044,93.952324,9.85,MNP621533,2022-05-07,19.71,False
MN-SEN-000423,Sanahanbi Hmar,residential,single_phase,BPL Category,Senapati,Tadubi,"Tadubi, Senapati, Manipur",25.278499,94.045988,4.2,MNP333164,2020-02-27,8.4,False
MN-CHA-000424,Saikhom Khoibu,residential,single_phase,Domestic LT-I,Chandel,Khudengthabi,"Khudengthabi, Chandel, Manipur",24.358333,94.208495,5.37,MNP593649,2023-04-15,10.74,False
MN-THO-000425,Khumanthem Mao,residential,single_phase,Domestic LT-II,Thoubal,Lilong,"Lilong, Thoubal, Manipur",24.677985,93.955943,3.66,MNP540897,2019-08-02,7.32,False
MN-UKH-000426,Shamu Automobile,commercial,single_phase,Commercial LT,Ukhrul,Lunghar,"Lunghar, Ukhrul, Manipur",25.020986,94.348409,39.57,MNP593393,2023-09-15,79.13,False
MN-IMP-000427,Luxmi Kitchen,commercial,three_phase,Shops & Establishments,Imphal West,Kongba,"Kongba, Imphal West, Manipur",24.759975,93.914922,27.59,MNP500209,2021-01-12,55.18,False
MN-IMP-000428,Thokchom Angami,residential,single_phase,BPL Category,Imphal East,Heingang,"Heingang, Imphal East, Manipur",24.829173,93.969175,1.54,MNP579798,2023-03-15,3.09,False
MN-THO-000429,Umakanta Thadou,residential,single_phase,Domestic LT-I,Thoubal,Kakching,"Kakching, Thoubal, Manipur",24.632646,94.027657,1.9,MNP104942,2021-06-21,3.79,False
MN-THO-000430,Sorokhaibam Haokip,residential,single_phase,Domestic LT-II,Thoubal,Leisho,"Leisho, Thoubal, Manipur",24.635063,93.95498,1.85,MNP764259,2021-08-06,3.71,False
MN-CHA-000431,Tomba Tarao,residential,single_phase,Domestic LT-II,Chandel,Liwa Sarei,"Liwa Sarei, Chandel, Manipur",24.379385,94.039815,4.05,MNP114760,2022-03-14,8.11,False
MN-BIS-000432,Ima Keithel,commercial,three_phase,Commercial LT,Bishnupur,Bishnupur Bazar,"Bishnupur Bazar, Bishnupur, Manipur",24.618946,93.870088,14.0,MNP337256,2020-02-12,28.01,False
MN-CHU-000433,Lamlong Market,commercial,single_phase,Shops & Establishments,Churachandpur,Rengkai,"Rengkai, Churachandpur, Manipur",24.325122,93.665685,28.18,MNP420984,2023-01-25,56.37,False
MN-IMP-000434,Elangbam Chiru,residential,single_phase,Domestic LT-II,Imphal East,Sagolband,"Sagolband, Imphal East, Manipur",24.829453,93.932211,5.71,MNP554730,2020-02-26,11.43,False
MN-UKH-000435,MANIREDA Office,industrial,three_phase,Industrial LT,Ukhrul,Shangshak,"Shangshak, Ukhrul, Manipur",25.010394,94.408259,153.45,MNP272892,2021-09-28,306.9,False
MN-BIS-000436,Leikai Devi,residential,single_phase,Domestic LT-I,Bishnupur,Moirang,"Moirang, Bishnupur, Manipur",24.637097,93.857113,5.11,MNP229144,2021-12-13,10.22,False
MN-IMP-000437,Kalpana Meitei,residential,single_phase,Domestic LT-I,Imphal East,Mantripukhri,"Mantripukhri, Imphal East, Manipur",24.803762,93.987038,1.86,MNP794125,2023-05-26,3.72,False
MN-IMP-000438,Khundrakpam Liangmai,residential,single_phase,BPL Category,Imphal East,Porompat,"Porompat, Imphal East, Manipur",24.842637,93.968331,5.18,MNP365015,2021-05-06,10.36,False
MN-BIS-000439,Bidyarani Vaiphei,residential,single_phase,Domestic LT-II,Bishnupur,Bishnupur Bazar,"Bishnupur Bazar, Bishnupur, Manipur",24.595232,93.846537,3.87,MNP753050,2020-08-10,7.74,False
MN-SEN-000440,Oinam Gangte,residential,single_phase,Domestic LT-II,Senapati,Kangpokpi,"Kangpokpi, Senapati, Manipur",25.346318,93.966326,1.77,MNP308296,2020-08-03,3.54,False
MN-CHU-000441,Yumlembam Tangkhul,residential,single_phase,Domestic LT-I,Churachandpur,Sangaikot,"Sangaikot, Churachandpur, Manipur",24.337065,93.673932,5.42,MNP674765,2021-03-22,10.85,False
MN-CHA-000442,Gomti Restaurant,commercial,single_phase,Shops & Establishments,Chandel,Khudengthabi,"Khudengthabi, Chandel, Manipur",24.343843,94.29276,18.45,MNP193326,2023-05-21,36.9,False
MN-CHA-000443,BT Road Market,commercial,three_phase,Commercial LT,Chandel,Machi,"Machi, Chandel, Manipur",24.336424,94.23691,28.91,MNP858711,2019-12-13,57.82,False
MN-CHU-000444,Radhamani Koireng,residential,single_phase,Domestic LT-I,Churachandpur,Saikot,"Saikot, Churachandpur, Manipur",24.374729,93.733305,4.74,MNP952679,2023-01-10,9.47,False
MN-CHU-000445,City Pharmacy,commercial,single_phase,Commercial LT,Churachandpur,Singngat,"Singngat, Churachandpur, Manipur",24.334268,93.79945,39.18,MNP199613,2019-10-03,78.36,False
MN-IMP-000446,Vishal Mega Mart,commercial,three_phase,Commercial HT,Imphal East,Heingang,"Heingang, Imphal East, Manipur",24.825523,93.943968,29.61,MNP474894,2021-07-20,59.21,False
MN-CHU-000447,MANIREDA Office,industrial,three_phase,Industrial HT,Churachandpur,Tuibong,"Tuibong, Churachandpur, Manipur",24.31083,93.654598,81.23,MNP291752,2023-05-14,162.46,False
MN-CHA-000448,Geetarani Tangkhul,residential,single_phase,Domestic LT-I,Chandel,Chakpikarong,"Chakpikarong, Chandel, Manipur",24.392525,94.260482,4.77,MNP218548,2023-04-06,9.54,False
MN-IMP-000449,Khundrakpam Kabui,residential,single_phase,BPL Category,Imphal East,Heingang,"Heingang, Imphal East, Manipur",24.831989,93.959785,3.06,MNP559447,2022-12-27,6.11,False
MN-UKH-000450,Ibotombi Zou,residential,single_phase,Domestic LT-II,Ukhrul,Jessami,"Jessami, Ukhrul, Manipur",25.074208,94.49753,1.68,MNP218423,2021-09-12,3.36,False
MN-IMP-000451,Thoibi Chiru,residential,single_phase,BPL Category,Imphal West,Kwakeithel,"Kwakeithel, Imphal West, Manipur",24.810692,93.920507,3.47,MNP858931,2020-11-01,6.95,False
MN-UKH-000452,Leishangthem Chothe,residential,single_phase,BPL Category,Ukhrul,Pushing,"Pushing, Ukhrul, Manipur",25.145052,94.397334,5.43,MNP809147,2020-05-29,10.86,False
MN-IMP-000453,Thiyam Kabui,residential,three_phase,Domestic LT-I,Imphal East,Porompat,"Porompat, Imphal East, Manipur",24.843049,93.95952,2.75,MNP178501,2019-10-17,5.49,False
MN-BIS-000454,Memcha Kharam,residential,single_phase,BPL Category,Bishnupur,Kwasiphai,"Kwasiphai, Bishnupur, Manipur",24.609235,93.886855,2.45,MNP497030,2021-09-29,4.9,False
MN-IMP-000455,St. Joseph School,commercial,three_phase,Commercial HT,Imphal West,Kongba,"Kongba, Imphal West, Manipur",24.793608,93.924209,31.33,MNP192295,2021-03-18,62.65,False
MN-IMP-000456,Thangjam Rongmei,residential,single_phase,BPL Category,Imphal West,Kongba,"Kongba, Imphal West, Manipur",24.75921,93.930108,5.59,MNP675771,2024-01-02,11.18,False
MN-CHU-000457,Longpi Pottery,commercial,single_phase,Shops & Establishments,Churachandpur,Sangaikot,"Sangaikot, Churachandpur, Manipur",24.326952,93.685631,39.07,MNP578368,2022-02-03,78.14,False
MN-IMP-000458,Umakanta Khoibu,residential,single_phase,BPL Category,Imphal East,Wangkhei,"Wangkhei, Imphal East, Manipur",24.792668,93.989807,3.72,MNP596116,2019-12-27,7.43,False
MN-CHA-000459,Nabachandra Aimol,residential,single_phase,Domestic LT-II,Chandel,Tengnoupal,"Tengnoupal, Chandel, Manipur",24.349446,94.261225,3.5,MNP970196,2020-06-14,7.01,False
MN-CHU-000460,Steel Plant Imphal,industrial,three_phase,Industrial HT,Churachandpur,Sangaikot,"Sangaikot, Churachandpur, Manipur",24.377223,93.703885,134.87,MNP836201,2023-05-30,269.74,False
MN-THO-000461,Khogen Tangkhul,residential,single_phase,BPL Category,Thoubal,Heirok,"Heirok, Thoubal, Manipur",24.616352,94.008662,5.86,MNP305438,2022-12-14,11.72,False
MN-SEN-000462,Yumnam Angami,residential,single_phase,Domestic LT-II,Senapati,Maram,"Maram, Senapati, Manipur",25.251627,94.081347,2.96,MNP148759,2020-06-15,5.93,False
MN-IMP-000463,Nirmalabas High School,commercial,three_phase,Shops & Establishments,Imphal West,Kongba,"Kongba, Imphal West, Manipur",24.804143,93.889161,39.02,MNP241176,2021-03-17,78.04,False
MN-IMP-000464,Naoba Kabui,residential,three_phase,Domestic LT-I,Imphal East,Nagamapal,"Nagamapal, Imphal East, Manipur",24.811765,93.946524,1.83,MNP825423,2020-10-05,3.66,False
MN-THO-000465,Ojita Anal,residential,single_phase,Domestic LT-II,Thoubal,Kakching,"Kakching, Thoubal, Manipur",24.616976,94.027966,3.02,MNP539001,2020-08-03,6.03,False
MN-BIS-000466,NIT Manipur,commercial,three_phase,Commercial HT,Bishnupur,Ningthoukhong,"Ningthoukhong, Bishnupur, Manipur",24.632888,93.814633,15.58,MNP574843,2023-04-04,31.17,False
MN-CHU-000467,Laishram Kom,residential,single_phase,BPL Category,Churachandpur,Sangaikot,"Sangaikot, Churachandpur, Manipur",24.392572,93.756017,2.25,MNP849086,2022-05-17,4.5,False
MN-THO-000468,Ibemhal Mao,residential,single_phase,BPL Category,Thoubal,Wangjing,"Wangjing, Thoubal, Manipur",24.616762,93.955501,4.81,MNP698357,2020-04-06,9.63,False
MN-CHU-000469,Usham Vaiphei,residential,single_phase,Domestic LT-I,Churachandpur,Tipaimukh,"Tipaimukh, Churachandpur, Manipur",24.399571,93.721195,5.3,MNP155642,2020-03-31,10.6,False
MN-CHU-000470,Oinam Simte,residential,single_phase,BPL Category,Churachandpur,Rengkai,"Rengkai, Churachandpur, Manipur",24.420851,93.737803,5.41,MNP922458,2022-05-08,10.81,False
MN-IMP-000471,Tombi Khoibu,residential,three_phase,BPL Category,Imphal East,Langol,"Langol, Imphal East, Manipur",24.794409,93.937834,2.71,MNP778553,2020-11-09,5.43,False
MN-CHU-000472,Yaiphabi Tangkhul,residential,three_phase,BPL Category,Churachandpur,Churachandpur Town,"Churachandpur Town, Churachandpur, Manipur",24.308563,93.729675,5.71,MNP427841,2020-11-28,11.43,False
MN-CHU-000473,Mangolnganbi Maram,residential,single_phase,BPL Category,Churachandpur,Saikot,"Saikot, Churachandpur, Manipur",24.305902,93.668316,3.53,MNP874320,2020-08-15,7.07,False
MN-BIS-000474,Thangjam Meetei,residential,single_phase,Domestic LT-I,Bishnupur,Ningthoukhong,"Ningthoukhong, Bishnupur, Manipur",24.643388,93.797423,3.78,MNP870786,2021-02-14,7.57,False
MN-IMP-000475,Laishram Koireng,residential,single_phase,BPL Category,Imphal East,Mantripukhri,"Mantripukhri, Imphal East, Manipur",24.78291,93.940384,5.94,MNP987110,2022-07-29,11.88,False
MN-CHA-000476,Laishram Anal,residential,single_phase,BPL Category,Chandel,Machi,"Machi, Chandel, Manipur",24.493024,94.001482,5.78,MNP745512,2020-04-17,11.57,False
MN-UKH-000477,Jamuna Aimol,residential,three_phase,BPL Category,Ukhrul,Phungyar,"Phungyar, Ukhrul, Manipur",25.127824,94.473584,3.55,MNP171488,2019-08-06,7.09,False
MN-SEN-000478,Devi Mao,residential,single_phase,Domestic LT-I,Senapati,Willong,"Willong, Senapati, Manipur",25.303119,94.047769,4.5,MNP795556,2022-02-22,9.0,False
MN-CHU-000479,Laishram Singh,residential,single_phase,Domestic LT-II,Churachandpur,Saikot,"Saikot, Churachandpur, Manipur",24.320948,93.654496,2.89,MNP567315,2022-08-28,5.77,False
MN-BIS-000480,City Pharmacy,commercial,single_phase,Commercial LT,Bishnupur,Bishnupur Bazar,"Bishnupur Bazar, Bishnupur, Manipur",24.620468,93.780278,29.39,MNP504620,2022-07-26,58.77,False
MN-CHU-000481,Ibeyaima Kharam,residential,single_phase,Domestic LT-I,Churachandpur,Churachandpur Town,"Churachandpur Town, Churachandpur, Manipur",24.445487,93.664085,4.53,MNP410833,2020-05-08,9.05,False
MN-IMP-000482,Oken Tarao,residential,single_phase,BPL Category,Imphal West,Singjamei,"Singjamei, Imphal West, Manipur",24.781063,93.94077,2.3,MNP168652,2022-10-28,4.59,False
MN-BIS-000483,Konsam Tarao,residential,single_phase,BPL Category,Bishnupur,Laphupat Tera,"Laphupat Tera, Bishnupur, Manipur",24.619263,93.875717,5.75,MNP912863,2021-07-25,11.5,False
MN-IMP-000484,Ngangom Angami,residential,single_phase,Domestic LT-I,Imphal West,Keishampat,"Keishampat, Imphal West, Manipur",24.797827,93.914802,4.28,MNP156904,2023-01-03,8.56,False
MN-IMP-000485,Rice Bowl Restaurant,commercial,three_phase,Commercial HT,Imphal West,Irilbung,"Irilbung, Imphal West, Manipur",24.810823,93.919943,8.49,MNP506881,2021-06-23,16.98,False
MN-SEN-000486,Irengbam Gangte,residential,single_phase,BPL Category,Senapati,Mao,"Mao, Senapati, Manipur",25.38619,94.087905,4.54,MNP855274,2020-07-15,9.09,False
MN-IMP-000487,Ibeyaima Vaiphei,residential,single_phase,BPL Category,Imphal East,Khongman,"Khongman, Imphal East, Manipur",24.795097,93.976122,3.27,MNP415989,2020-08-08,6.54,False
MN-CHA-000488,Sanatombi Kabui,residential,single_phase,Domestic LT-I,Chandel,Liwa Sarei,"Liwa Sarei, Chandel, Manipur",24.430247,94.031978,4.46,MNP243006,2019-10-26,8.92,False
MN-CHU-000489,Waikhom Singh,residential,single_phase,BPL Category,Churachandpur,Rengkai,"Rengkai, Churachandpur, Manipur",24.449912,93.657232,5.9,MNP248241,2023-04-25,11.79,False
MN-SEN-000490,Pukhrambam Kom,residential,single_phase,BPL Category,Senapati,Willong,"Willong, Senapati, Manipur",25.281382,94.124151,5.02,MNP460554,2022-10-26,10.04,False
MN-THO-000491,Khumanthem Koireng,residential,single_phase,Domestic LT-I,Thoubal,Wangjing,"Wangjing, Thoubal, Manipur",24.656702,94.060767,5.45,MNP803571,2020-10-28,10.91,False
MN-CHA-000492,Thangal Bazaar,commercial,single_phase,Commercial LT,Chandel,Molnoi,"Molnoi, Chandel, Manipur",24.380828,94.09811,29.2,MNP362865,2023-06-15,58.39,False
MN-CHA-000493,Nongthombam Chothe,residential,single_phase,BPL Category,Chandel,Khudengthabi,"Khudengthabi, Chandel, Manipur",24.461569,94.228686,5.09,MNP173199,2022-12-02,10.18,False
MN-CHA-000494,Naoba Simte,residential,single_phase,Domestic LT-II,Chandel,Khudengthabi,"Khudengthabi, Chandel, Manipur",24.387117,94.24535,2.04,MNP946934,2022-03-26,4.08,False
MN-THO-000495,MANIREDA Office,industrial,three_phase,Industrial LT,Thoubal,Thoubal Bazar,"Thoubal Bazar, Thoubal, Manipur",24.654449,93.950864,91.93,MNP923824,2022-10-06,183.87,False
MN-SEN-000496,Nongthombam Angami,residential,three_phase,Domestic LT-II,Senapati,Purul,"Purul, Senapati, Manipur",25.273292,94.029235,4.63,MNP566991,2021-12-29,9.26,False
MN-CHA-000497,Lamlong Market,commercial,single_phase,Shops & Establishments,Chandel,Molnoi,"Molnoi, Chandel, Manipur",24.377712,94.134608,15.22,MNP185955,2022-06-07,30.44,False
MN-THO-000498,Luxmi Kitchen,commercial,single_phase,Shops & Establishments,Thoubal,Mayang Imphal,"Mayang Imphal, Thoubal, Manipur",24.637325,93.98409,9.88,MNP180176,2019-12-05,19.76,False
MN-IMP-000499,Bijoy Rongmei,residential,single_phase,Domestic LT-I,Imphal East,Nagamapal,"Nagamapal, Imphal East, Manipur",24.822241,93.976775,4.29,MNP138436,2020-11-29,8.58,False
MN-CHA-000500,Ahongsangbam Aimol,residential,three_phase,BPL Category,Chandel,Machi,"Machi, Chandel, Manipur",24.392699,94.113936,5.39,MNP868844,2022-05-17,10.77,False
MN-IMP-000501,Ibeyaima Singh,residential,single_phase,BPL Category,Imphal West,Kakching,"Kakching, Imphal West, Manipur",24.786336,93.913543,1.62,MNP817395,2023-01-28,3.23,False
MN-THO-000502,Imphal Hotel,commercial,single_phase,Shops & Establishments,Thoubal,Heirok,"Heirok, Thoubal, Manipur",24.634125,94.007029,20.46,MNP791444,2023-03-09,40.92,False
MN-CHA-000503,Khumanthem Inpui,residential,single_phase,Domestic LT-II,Chandel,Khudengthabi,"Khudengthabi, Chandel, Manipur",24.416034,94.160081,4.24,MNP487380,2022-09-10,8.47,False
MN-BIS-000504,Yaiphabi Kabui,residential,three_phase,Domestic LT-I,Bishnupur,Thanga,"Thanga, Bishnupur, Manipur",24.626488,93.871948,4.73,MNP141843,2020-05-14,9.46,False
MN-CHU-000505,Irengbam Poumai,residential,single_phase,BPL Category,Churachandpur,Henglep,"Henglep, Churachandpur, Manipur",24.443329,93.652735,2.38,MNP976052,2023-07-27,4.76,False
MN-SEN-000506,Victoria Mao,residential,single_phase,Domestic LT-II,Senapati,Maram,"Maram, Senapati, Manipur",25.201513,94.079495,5.54,MNP733561,2023-12-20,11.08,False
MN-THO-000507,Khumanthem Meetei,residential,single_phase,Domestic LT-II,Thoubal,Heirok,"Heirok, Thoubal, Manipur",24.624348,94.089055,1.77,MNP321791,2023-03-01,3.54,False
MN-UKH-000508,Hemanta Aimol,residential,single_phase,Domestic LT-II,Ukhrul,Jessami,"Jessami, Ukhrul, Manipur",25.186887,94.370325,1.96,MNP855242,2023-05-15,3.91,False
MN-CHA-000509,Bijoy Paite,residential,single_phase,Domestic LT-II,Chandel,New Samtal,"New Samtal, Chandel, Manipur",24.397174,94.077033,2.78,MNP123536,2022-08-21,5.56,False
MN-THO-000510,Ahongshangbam Simte,residential,single_phase,Domestic LT-II,Thoubal,Wangjing,"Wangjing, Thoubal, Manipur",24.630729,94.070454,3.93,MNP288783,2021-02-08,7.85,False
MN-IMP-000511,Loktak Power Station,industrial,three_phase,Industrial LT,Imphal East,Sagolband,"Sagolband, Imphal East, Manipur",24.801792,93.972723,154.58,MNP571023,2020-08-08,309.17,False
MN-CHA-000512,Manipur Spinning Mills,industrial,three_phase,Industrial HT,Chandel,Machi,"Machi, Chandel, Manipur",24.354525,94.124065,59.5,MNP730025,2023-03-16,119.0,False
MN-THO-000513,Vishal Mega Mart,commercial,three_phase,Commercial LT,Thoubal,Leisho,"Leisho, Thoubal, Manipur",24.618115,94.052168,13.4,MNP859364,2020-02-28,26.79,False
MN-CHA-000514,Khumanthem Poumai,residential,single_phase,Domestic LT-I,Chandel,Khengjoy,"Khengjoy, Chandel, Manipur",24.405033,94.212714,1.98,MNP117367,2022-11-14,3.96,False
MN-SEN-000515,Sagolsem Kabui,residential,three_phase,BPL Category,Senapati,Saikul,"Saikul, Senapati, Manipur",25.313462,94.001313,5.83,MNP140932,2019-08-11,11.67,False
MN-IMP-000516,Nongthombam Tarao,residential,single_phase,BPL Category,Imphal West,Singjamei,"Singjamei, Imphal West, Manipur",24.783848,93.936419,3.98,MNP780768,2021-08-02,7.95,False
MN-UKH-000517,Mangolnganbi Kabui,residential,single_phase,Domestic LT-II,Ukhrul,Ukhrul Town,"Ukhrul Town, Ukhrul, Manipur",25.008683,94.42663,5.78,MNP467544,2020-09-13,11.56,False
MN-IMP-000518,Hotel Nirmala,commercial,single_phase,Commercial LT,Imphal West,Kakching,"Kakching, Imphal West, Manipur",24.792113,93.937343,36.24,MNP187889,2022-06-01,72.47,False
MN-SEN-000519,Thoiba Singh,residential,single_phase,Domestic LT-I,Senapati,Purul,"Purul, Senapati, Manipur",25.245616,93.992409,4.25,MNP645009,2023-12-19,8.5,False
MN-BIS-000520,Waikhom Vaiphei,residential,single_phase,BPL Category,Bishnupur,Kwasiphai,"Kwasiphai, Bishnupur, Manipur",24.591103,93.875979,5.55,MNP713805,2022-08-01,11.1,False
MN-SEN-000521,Premila Lamkang,residential,three_phase,Domestic LT-II,Senapati,Karong,"Karong, Senapati, Manipur",25.270684,93.997374,5.01,MNP891645,2022-11-11,10.02,False
MN-CHA-000522,Laishram Khoibu,residential,single_phase,Domestic LT-II,Chandel,Machi,"Machi, Chandel, Manipur",24.354961,94.246784,3.41,MNP705711,2022-01-27,6.81,False
MN-SEN-000523,Vishal Mega Mart,commercial,single_phase,Commercial LT,Senapati,Saikul,"Saikul, Senapati, Manipur",25.33351,93.969107,27.78,MNP568288,2019-08-13,55.55,False
MN-THO-000524,Thiyam Rongmei,residential,single_phase,BPL Category,Thoubal,Kakching,"Kakching, Thoubal, Manipur",24.645177,94.037991,2.26,MNP743852,2020-02-05,4.51,False
MN-IMP-000525,Thoibi Haokip,residential,single_phase,Domestic LT-II,Imphal East,Heingang,"Heingang, Imphal East, Manipur",24.831581,93.990396,2.48,MNP729402,2021-07-25,4.95,False
MN-CHU-000526,Devi Chanu,residential,single_phase,Domestic LT-II,Churachandpur,Saikot,"Saikot, Churachandpur, Manipur",24.314357,93.653546,4.39,MNP743789,2020-04-29,8.78,False
MN-IMP-000527,Dinamani Singh,residential,single_phase,BPL Category,Imphal East,Heingang,"Heingang, Imphal East, Manipur",24.822497,93.968269,2.54,MNP942960,2021-02-05,5.09,False
MN-IMP-000528,Deben Paite,residential,single_phase,Domestic LT-II,Imphal East,Thangmeiband,"Thangmeiband, Imphal East, Manipur",24.807363,93.971613,3.74,MNP350878,2020-05-01,7.47,False
MN-THO-000529,Ahongsangbam Mao,residential,single_phase,Domestic LT-II,Thoubal,Kakching,"Kakching, Thoubal, Manipur",24.698779,93.970466,4.63,MNP714549,2022-11-18,9.26,False
MN-IMP-000530,Laishram Mao,residential,single_phase,Domestic LT-II,Imphal West,Singjamei,"Singjamei, Imphal West, Manipur",24.778302,93.909974,4.73,MNP337288,2020-08-09,9.46,False
MN-CHA-000531,Handloom Cluster Moirang,industrial,three_phase,Industrial LT,Chandel,Liwa Sarei,"Liwa Sarei, Chandel, Manipur",24.438487,94.297377,60.54,MNP373791,2023-01-09,121.09,False
MN-IMP-000532,Thiyam Moyon,residential,single_phase,Domestic LT-I,Imphal West,Naoremthong,"Naoremthong, Imphal West, Manipur",24.757288,93.930704,4.1,MNP941945,2021-02-15,8.21,False
MN-CHU-000533,Manipur Food Industries,industrial,three_phase,Small Scale Industry,Churachandpur,Thanlon,"Thanlon, Churachandpur, Manipur",24.341124,93.661913,53.71,MNP607122,2019-09-09,107.41,False
MN-UKH-000534,Naoba Devi,residential,single_phase,Domestic LT-II,Ukhrul,Shangshak,"Shangshak, Ukhrul, Manipur",25.178838,94.338373,2.96,MNP170835,2021-11-10,5.91,False
MN-BIS-000535,Bidyarani Mao,residential,single_phase,Domestic LT-I,Bishnupur,Kumbi,"Kumbi, Bishnupur, Manipur",24.572666,93.803249,1.81,MNP834861,2022-07-12,3.62,False
MN-IMP-000536,Chanu Khoibu,residential,three_phase,Domestic LT-II,Imphal West,Kakching,"Kakching, Imphal West, Manipur",24.786334,93.884733,5.1,MNP429119,2022-01-08,10.2,False
MN-CHU-000537,Sorokhaibam Hmar,residential,single_phase,Domestic LT-I,Churachandpur,Rengkai,"Rengkai, Churachandpur, Manipur",24.335057,93.731002,5.46,MNP378297,2022-11-05,10.92,False
MN-BIS-000538,Ongbi Vaiphei,residential,single_phase,Domestic LT-I,Bishnupur,Karang,"Karang, Bishnupur, Manipur",24.615088,93.829944,2.96,MNP808640,2020-04-14,5.92,False
MN-IMP-000539,Kshetrimayum Maram,residential,single_phase,Domestic LT-II,Imphal East,Nagamapal,"Nagamapal, Imphal East, Manipur",24.80331,93.976864,5.97,MNP702427,2022-06-19,11.95,False
MN-CHU-000540,Nabachandra Zou,residential,single_phase,Domestic LT-II,Churachandpur,Tipaimukh,"Tipaimukh, Churachandpur, Manipur",24.399276,93.733668,4.79,MNP601554,2020-12-21,9.58,False
MN-UKH-000541,Ngangom Gangte,residential,single_phase,Domestic LT-II,Ukhrul,Litan,"Litan, Ukhrul, Manipur",25.093041,94.312028,4.03,MNP430984,2020-02-21,8.06,False
MN-BIS-000542,Salam Maram,residential,single_phase,Domestic LT-II,Bishnupur,Laphupat Tera,"Laphupat Tera, Bishnupur, Manipur",24.645763,93.776295,4.61,MNP296243,2020-12-05,9.21,False
MN-CHU-000543,Waikhom Thadou,residential,single_phase,Domestic LT-I,Churachandpur,Thanlon,"Thanlon, Churachandpur, Manipur",24.33014,93.730374,1.94,MNP539450,2020-01-28,3.87,False
MN-UKH-000544,Shija Hospital,commercial,single_phase,Shops & Establishments,Ukhrul,Litan,"Litan, Ukhrul, Manipur",25.090074,94.451233,18.8,MNP237509,2020-10-10,37.59,False
MN-IMP-000545,Yendrembam Zeliang,residential,three_phase,Domestic LT-I,Imphal West,Kwakeithel,"Kwakeithel, Imphal West, Manipur",24.796544,93.935681,5.67,MNP252928,2019-11-12,11.34,False
MN-IMP-000546,Hemabati Zou,residential,three_phase,BPL Category,Imphal East,Heingang,"Heingang, Imphal East, Manipur",24.796425,93.957952,2.19,MNP642121,2021-01-04,4.37,False
MN-CHA-000547,Laishram Meitei,residential,single_phase,BPL Category,Chandel,Chakpikarong,"Chakpikarong, Chandel, Manipur",24.498497,94.2781,3.93,MNP271276,2023-09-02,7.86,False
MN-CHU-000548,Mangang Angami,residential,single_phase,Domestic LT-II,Churachandpur,Thanlon,"Thanlon, Churachandpur, Manipur",24.426305,93.728144,4.31,MNP687569,2020-11-17,8.61,False
MN-CHU-000549,MSPDCL Substation,industrial,three_phase,Industrial HT,Churachandpur,Singngat,"Singngat, Churachandpur, Manipur",24.313369,93.763291,60.43,MNP227126,2022-01-13,120.87,False
MN-BIS-000550,Kauna Craft,commercial,three_phase,Shops & Establishments,Bishnupur,Karang,"Karang, Bishnupur, Manipur",24.632607,93.867304,30.53,MNP283017,2019-08-18,61.07,False
MN-UKH-000551,Dinamani Haokip,residential,single_phase,Domestic LT-II,Ukhrul,Pushing,"Pushing, Ukhrul, Manipur",25.007232,94.360626,2.68,MNP586279,2020-06-18,5.37,False
MN-THO-000552,Manipur Food Industries,industrial,three_phase,Small Scale Industry,Thoubal,Lilong,"Lilong, Thoubal, Manipur",24.636014,93.963146,189.91,MNP742053,2020-10-19,379.83,False
MN-IMP-000553,Wangkhem Aimol,residential,single_phase,BPL Category,Imphal West,Singjamei,"Singjamei, Imphal West, Manipur",24.788766,93.901387,3.29,MNP405509,2020-01-09,6.57,False
MN-SEN-000554,Waikhom Chiru,residential,three_phase,Domestic LT-II,Senapati,Purul,"Purul, Senapati, Manipur",25.289441,94.070119,3.82,MNP275445,2022-12-22,7.64,False
MN-THO-000555,Vishal Mega Mart,commercial,single_phase,Shops & Establishments,Thoubal,Wabagai,"Wabagai, Thoubal, Manipur",24.691939,94.024545,39.75,MNP834733,2019-10-20,79.49,False
MN-THO-000556,Thangjam Meetei,residential,three_phase,Domestic LT-II,Thoubal,Khongjom,"Khongjom, Thoubal, Manipur",24.685142,93.981277,5.69,MNP675074,2023-09-14,11.38,False
MN-SEN-000557,Thangjam Koireng,residential,single_phase,Domestic LT-I,Senapati,Willong,"Willong, Senapati, Manipur",25.223273,94.11349,3.21,MNP786641,2021-10-26,6.43,False
MN-BIS-000558,Nongthombam Zou,residential,single_phase,Domestic LT-I,Bishnupur,Ningthoukhong,"Ningthoukhong, Bishnupur, Manipur",24.637797,93.880209,5.13,MNP129959,2023-10-23,10.25,False
